"id","level","cvss","title","Vulnerability","Solution","reference"
1247,"MEDIUM","4.3","Title - 1247","Vulnerability - 1247","Solution - 1247","reference - 1247"
1248,"LOW","9.3","Title - 1248","Vulnerability - 1248","Solution - 1248","reference - 1248"
1249,"LOW","5","Title - 1249","Vulnerability - 1249","Solution - 1249","reference - 1249"
1250,"LOW","7.5","Title - 1250","Vulnerability - 1250","Solution - 1250","reference - 1250"
1251,"HIGH","7.5","Title - 1251","Vulnerability - 1251","Solution - 1251","reference - 1251"
1252,"MEDIUM","7.8","Title - 1252","Vulnerability - 1252","Solution - 1252","reference - 1252"
1253,"MEDIUM","4.3","Title - 1253","Vulnerability - 1253","Solution - 1253","reference - 1253"
1254,"MEDIUM","0","Title - 1254","Vulnerability - 1254","Solution - 1254","reference - 1254"
1255,"LOW","7.5","Title - 1255","Vulnerability - 1255","Solution - 1255","reference - 1255"
1256,"MEDIUM","4.3","Title - 1256","Vulnerability - 1256","Solution - 1256","reference - 1256"
1257,"LOW","7.8","Title - 1257","Vulnerability - 1257","Solution - 1257","reference - 1257"
1258,"MEDIUM","5","Title - 1258","Vulnerability - 1258","Solution - 1258","reference - 1258"
1259,"HIGH","7.5","Title - 1259","Vulnerability - 1259","Solution - 1259","reference - 1259"
1260,"MEDIUM","4.3","Title - 1260","Vulnerability - 1260","Solution - 1260","reference - 1260"
1261,"MEDIUM","5","Title - 1261","Vulnerability - 1261","Solution - 1261","reference - 1261"
1262,"HIGH","7.1","Title - 1262","Vulnerability - 1262","Solution - 1262","reference - 1262"
1263,"LOW","4.3","Title - 1263","Vulnerability - 1263","Solution - 1263","reference - 1263"
1264,"MEDIUM","5","Title - 1264","Vulnerability - 1264","Solution - 1264","reference - 1264"
1265,"HIGH","7.5","Title - 1265","Vulnerability - 1265","Solution - 1265","reference - 1265"
1266,"MEDIUM","4.9","Title - 1266","Vulnerability - 1266","Solution - 1266","reference - 1266"
1267,"MEDIUM","4.9","Title - 1267","Vulnerability - 1267","Solution - 1267","reference - 1267"
1268,"MEDIUM","4.9","Title - 1268","Vulnerability - 1268","Solution - 1268","reference - 1268"
1269,"MEDIUM","5","Title - 1269","Vulnerability - 1269","Solution - 1269","reference - 1269"
1270,"MEDIUM","4.6","Title - 1270","Vulnerability - 1270","Solution - 1270","reference - 1270"
1271,"LOW","3.3","Title - 1271","Vulnerability - 1271","Solution - 1271","reference - 1271"
1272,"MEDIUM","4.3","Title - 1272","Vulnerability - 1272","Solution - 1272","reference - 1272"
1273,"MEDIUM","4.3","Title - 1273","Vulnerability - 1273","Solution - 1273","reference - 1273"
1274,"MEDIUM","6.8","Title - 1274","Vulnerability - 1274","Solution - 1274","reference - 1274"
1275,"HIGH","7.8","Title - 1275","Vulnerability - 1275","Solution - 1275","reference - 1275"
1276,"MEDIUM","5","Title - 1276","Vulnerability - 1276","Solution - 1276","reference - 1276"
1277,"LOW","4.3","Title - 1277","Vulnerability - 1277","Solution - 1277","reference - 1277"
1278,"MEDIUM","5","Title - 1278","Vulnerability - 1278","Solution - 1278","reference - 1278"
1279,"MEDIUM","5","Title - 1279","Vulnerability - 1279","Solution - 1279","reference - 1279"
1280,"MEDIUM","4.9","Title - 1280","Vulnerability - 1280","Solution - 1280","reference - 1280"
1281,"MEDIUM","6.8","Title - 1281","Vulnerability - 1281","Solution - 1281","reference - 1281"
1282,"MEDIUM","4.6","Title - 1282","Vulnerability - 1282","Solution - 1282","reference - 1282"
1283,"LOW","4.3","Title - 1283","Vulnerability - 1283","Solution - 1283","reference - 1283"
1284,"HIGH","7.1","Title - 1284","Vulnerability - 1284","Solution - 1284","reference - 1284"
1285,"LOW","7.5","Title - 1285","Vulnerability - 1285","Solution - 1285","reference - 1285"
1286,"HIGH","7.5","Title - 1286","Vulnerability - 1286","Solution - 1286","reference - 1286"
1287,"HIGH","9.3","Title - 1287","Vulnerability - 1287","Solution - 1287","reference - 1287"
1288,"LOW","7.2","Title - 1288","Vulnerability - 1288","Solution - 1288","reference - 1288"
1289,"LOW","8.3","Title - 1289","Vulnerability - 1289","Solution - 1289","reference - 1289"
1290,"LOW","5","Title - 1290","Vulnerability - 1290","Solution - 1290","reference - 1290"
1291,"LOW","6","Title - 1291","Vulnerability - 1291","Solution - 1291","reference - 1291"
1292,"HIGH","7.5","Title - 1292","Vulnerability - 1292","Solution - 1292","reference - 1292"
1293,"HIGH","7.5","Title - 1293","Vulnerability - 1293","Solution - 1293","reference - 1293"
1294,"LOW","3.3","Title - 1294","Vulnerability - 1294","Solution - 1294","reference - 1294"
1295,"LOW","0","Title - 1295","Vulnerability - 1295","Solution - 1295","reference - 1295"
1296,"LOW","5","Title - 1296","Vulnerability - 1296","Solution - 1296","reference - 1296"
1297,"MEDIUM","4.7","Title - 1297","Vulnerability - 1297","Solution - 1297","reference - 1297"
1298,"MEDIUM","4.3","Title - 1298","Vulnerability - 1298","Solution - 1298","reference - 1298"
1299,"MEDIUM","4","Title - 1299","Vulnerability - 1299","Solution - 1299","reference - 1299"
1300,"MEDIUM","6.9","Title - 1300","Vulnerability - 1300","Solution - 1300","reference - 1300"
1301,"MEDIUM","5","Title - 1301","Vulnerability - 1301","Solution - 1301","reference - 1301"
1302,"LOW","5","Title - 1302","Vulnerability - 1302","Solution - 1302","reference - 1302"
1303,"MEDIUM","4.7","Title - 1303","Vulnerability - 1303","Solution - 1303","reference - 1303"
1304,"MEDIUM","4.7","Title - 1304","Vulnerability - 1304","Solution - 1304","reference - 1304"
1305,"MEDIUM","6.4","Title - 1305","Vulnerability - 1305","Solution - 1305","reference - 1305"
1306,"MEDIUM","5.8","Title - 1306","Vulnerability - 1306","Solution - 1306","reference - 1306"
1307,"MEDIUM","4.7","Title - 1307","Vulnerability - 1307","Solution - 1307","reference - 1307"
1308,"MEDIUM","4.7","Title - 1308","Vulnerability - 1308","Solution - 1308","reference - 1308"
1309,"HIGH","7.5","Title - 1309","Vulnerability - 1309","Solution - 1309","reference - 1309"
1310,"HIGH","10","Title - 1310","Vulnerability - 1310","Solution - 1310","reference - 1310"
1311,"MEDIUM","4.6","Title - 1311","Vulnerability - 1311","Solution - 1311","reference - 1311"
1312,"MEDIUM","4.9","Title - 1312","Vulnerability - 1312","Solution - 1312","reference - 1312"
1313,"MEDIUM","5","Title - 1313","Vulnerability - 1313","Solution - 1313","reference - 1313"
1314,"MEDIUM","4.6","Title - 1314","Vulnerability - 1314","Solution - 1314","reference - 1314"
1315,"MEDIUM","6.5","Title - 1315","Vulnerability - 1315","Solution - 1315","reference - 1315"
1316,"MEDIUM","5","Title - 1316","Vulnerability - 1316","Solution - 1316","reference - 1316"
1317,"MEDIUM","5","Title - 1317","Vulnerability - 1317","Solution - 1317","reference - 1317"
1318,"MEDIUM","6.5","Title - 1318","Vulnerability - 1318","Solution - 1318","reference - 1318"
1319,"MEDIUM","5","Title - 1319","Vulnerability - 1319","Solution - 1319","reference - 1319"
1320,"HIGH","7.5","Title - 1320","Vulnerability - 1320","Solution - 1320","reference - 1320"
1321,"MEDIUM","5","Title - 1321","Vulnerability - 1321","Solution - 1321","reference - 1321"
1322,"MEDIUM","6.7","Title - 1322","Vulnerability - 1322","Solution - 1322","reference - 1322"
1323,"MEDIUM","7.2","Title - 1323","Vulnerability - 1323","Solution - 1323","reference - 1323"
1324,"HIGH","7.5","Title - 1324","Vulnerability - 1324","Solution - 1324","reference - 1324"
1325,"HIGH","7.5","Title - 1325","Vulnerability - 1325","Solution - 1325","reference - 1325"
1326,"MEDIUM","4.3","Title - 1326","Vulnerability - 1326","Solution - 1326","reference - 1326"
1327,"LOW","4.6","Title - 1327","Vulnerability - 1327","Solution - 1327","reference - 1327"
1328,"MEDIUM","5","Title - 1328","Vulnerability - 1328","Solution - 1328","reference - 1328"
1329,"HIGH","7.5","Title - 1329","Vulnerability - 1329","Solution - 1329","reference - 1329"
1330,"MEDIUM","6.8","Title - 1330","Vulnerability - 1330","Solution - 1330","reference - 1330"
1331,"HIGH","7.5","Title - 1331","Vulnerability - 1331","Solution - 1331","reference - 1331"
1332,"HIGH","7.5","Title - 1332","Vulnerability - 1332","Solution - 1332","reference - 1332"
1333,"LOW","0","Title - 1333","Vulnerability - 1333","Solution - 1333","reference - 1333"
1334,"HIGH","7.5","Title - 1334","Vulnerability - 1334","Solution - 1334","reference - 1334"
1335,"HIGH","7.2","Title - 1335","Vulnerability - 1335","Solution - 1335","reference - 1335"
1336,"HIGH","7.5","Title - 1336","Vulnerability - 1336","Solution - 1336","reference - 1336"
1337,"MEDIUM","6.9","Title - 1337","Vulnerability - 1337","Solution - 1337","reference - 1337"
1338,"HIGH","7.5","Title - 1338","Vulnerability - 1338","Solution - 1338","reference - 1338"
1339,"MEDIUM","4.3","Title - 1339","Vulnerability - 1339","Solution - 1339","reference - 1339"
1340,"LOW","5","Title - 1340","Vulnerability - 1340","Solution - 1340","reference - 1340"
1341,"HIGH","7.5","Title - 1341","Vulnerability - 1341","Solution - 1341","reference - 1341"
1342,"LOW","6.8","Title - 1342","Vulnerability - 1342","Solution - 1342","reference - 1342"
1343,"MEDIUM","5","Title - 1343","Vulnerability - 1343","Solution - 1343","reference - 1343"
1344,"HIGH","7.2","Title - 1344","Vulnerability - 1344","Solution - 1344","reference - 1344"
1345,"MEDIUM","4.4","Title - 1345","Vulnerability - 1345","Solution - 1345","reference - 1345"
1346,"HIGH","7.8","Title - 1346","Vulnerability - 1346","Solution - 1346","reference - 1346"
1347,"MEDIUM","4.3","Title - 1347","Vulnerability - 1347","Solution - 1347","reference - 1347"
1348,"LOW","0","Title - 1348","Vulnerability - 1348","Solution - 1348","reference - 1348"
1349,"HIGH","7.5","Title - 1349","Vulnerability - 1349","Solution - 1349","reference - 1349"
1350,"HIGH","7.5","Title - 1350","Vulnerability - 1350","Solution - 1350","reference - 1350"
1351,"MEDIUM","6.4","Title - 1351","Vulnerability - 1351","Solution - 1351","reference - 1351"
1352,"MEDIUM","4.4","Title - 1352","Vulnerability - 1352","Solution - 1352","reference - 1352"
1353,"LOW","0","Title - 1353","Vulnerability - 1353","Solution - 1353","reference - 1353"
1354,"LOW","5.7","Title - 1354","Vulnerability - 1354","Solution - 1354","reference - 1354"
1355,"HIGH","7.5","Title - 1355","Vulnerability - 1355","Solution - 1355","reference - 1355"
1356,"HIGH","7.2","Title - 1356","Vulnerability - 1356","Solution - 1356","reference - 1356"
1357,"HIGH","7.5","Title - 1357","Vulnerability - 1357","Solution - 1357","reference - 1357"
1358,"MEDIUM","6.8","Title - 1358","Vulnerability - 1358","Solution - 1358","reference - 1358"
1359,"LOW","4.9","Title - 1359","Vulnerability - 1359","Solution - 1359","reference - 1359"
1360,"HIGH","7.5","Title - 1360","Vulnerability - 1360","Solution - 1360","reference - 1360"
1361,"HIGH","7.5","Title - 1361","Vulnerability - 1361","Solution - 1361","reference - 1361"
1362,"HIGH","7.5","Title - 1362","Vulnerability - 1362","Solution - 1362","reference - 1362"
1363,"MEDIUM","6.8","Title - 1363","Vulnerability - 1363","Solution - 1363","reference - 1363"
1364,"MEDIUM","4.6","Title - 1364","Vulnerability - 1364","Solution - 1364","reference - 1364"
1365,"HIGH","7.5","Title - 1365","Vulnerability - 1365","Solution - 1365","reference - 1365"
1366,"MEDIUM","4.3","Title - 1366","Vulnerability - 1366","Solution - 1366","reference - 1366"
1367,"HIGH","7.5","Title - 1367","Vulnerability - 1367","Solution - 1367","reference - 1367"
1368,"MEDIUM","4.3","Title - 1368","Vulnerability - 1368","Solution - 1368","reference - 1368"
1369,"MEDIUM","6.8","Title - 1369","Vulnerability - 1369","Solution - 1369","reference - 1369"
1370,"MEDIUM","5.8","Title - 1370","Vulnerability - 1370","Solution - 1370","reference - 1370"
1371,"MEDIUM","4.9","Title - 1371","Vulnerability - 1371","Solution - 1371","reference - 1371"
1372,"HIGH","9.3","Title - 1372","Vulnerability - 1372","Solution - 1372","reference - 1372"
1373,"MEDIUM","5","Title - 1373","Vulnerability - 1373","Solution - 1373","reference - 1373"
1374,"LOW","0","Title - 1374","Vulnerability - 1374","Solution - 1374","reference - 1374"
1375,"MEDIUM","6.8","Title - 1375","Vulnerability - 1375","Solution - 1375","reference - 1375"
1376,"LOW","4.7","Title - 1376","Vulnerability - 1376","Solution - 1376","reference - 1376"
1377,"MEDIUM","5","Title - 1377","Vulnerability - 1377","Solution - 1377","reference - 1377"
1378,"MEDIUM","5","Title - 1378","Vulnerability - 1378","Solution - 1378","reference - 1378"
1379,"MEDIUM","4.7","Title - 1379","Vulnerability - 1379","Solution - 1379","reference - 1379"
1380,"MEDIUM","6.8","Title - 1380","Vulnerability - 1380","Solution - 1380","reference - 1380"
1381,"HIGH","9.3","Title - 1381","Vulnerability - 1381","Solution - 1381","reference - 1381"
1382,"MEDIUM","4.3","Title - 1382","Vulnerability - 1382","Solution - 1382","reference - 1382"
1383,"MEDIUM","5","Title - 1383","Vulnerability - 1383","Solution - 1383","reference - 1383"
1384,"MEDIUM","5","Title - 1384","Vulnerability - 1384","Solution - 1384","reference - 1384"
1385,"HIGH","7.5","Title - 1385","Vulnerability - 1385","Solution - 1385","reference - 1385"
1386,"HIGH","7.5","Title - 1386","Vulnerability - 1386","Solution - 1386","reference - 1386"
1387,"MEDIUM","4.3","Title - 1387","Vulnerability - 1387","Solution - 1387","reference - 1387"
1388,"HIGH","7.5","Title - 1388","Vulnerability - 1388","Solution - 1388","reference - 1388"
1389,"LOW","0","Title - 1389","Vulnerability - 1389","Solution - 1389","reference - 1389"
1390,"HIGH","7.2","Title - 1390","Vulnerability - 1390","Solution - 1390","reference - 1390"
1391,"MEDIUM","4.3","Title - 1391","Vulnerability - 1391","Solution - 1391","reference - 1391"
1392,"MEDIUM","4","Title - 1392","Vulnerability - 1392","Solution - 1392","reference - 1392"
1393,"MEDIUM","6.8","Title - 1393","Vulnerability - 1393","Solution - 1393","reference - 1393"
1394,"MEDIUM","5.4","Title - 1394","Vulnerability - 1394","Solution - 1394","reference - 1394"
1395,"MEDIUM","5","Title - 1395","Vulnerability - 1395","Solution - 1395","reference - 1395"
1396,"MEDIUM","5","Title - 1396","Vulnerability - 1396","Solution - 1396","reference - 1396"
1397,"MEDIUM","5","Title - 1397","Vulnerability - 1397","Solution - 1397","reference - 1397"
1398,"LOW","2.1","Title - 1398","Vulnerability - 1398","Solution - 1398","reference - 1398"
1399,"HIGH","7.8","Title - 1399","Vulnerability - 1399","Solution - 1399","reference - 1399"
1400,"HIGH","10","Title - 1400","Vulnerability - 1400","Solution - 1400","reference - 1400"
1401,"MEDIUM","6.8","Title - 1401","Vulnerability - 1401","Solution - 1401","reference - 1401"
1402,"HIGH","7.5","Title - 1402","Vulnerability - 1402","Solution - 1402","reference - 1402"
1403,"MEDIUM","4.3","Title - 1403","Vulnerability - 1403","Solution - 1403","reference - 1403"
1404,"MEDIUM","5.8","Title - 1404","Vulnerability - 1404","Solution - 1404","reference - 1404"
1405,"HIGH","9.3","Title - 1405","Vulnerability - 1405","Solution - 1405","reference - 1405"
1406,"MEDIUM","4.6","Title - 1406","Vulnerability - 1406","Solution - 1406","reference - 1406"
1407,"MEDIUM","6.8","Title - 1407","Vulnerability - 1407","Solution - 1407","reference - 1407"
1408,"LOW","0","Title - 1408","Vulnerability - 1408","Solution - 1408","reference - 1408"
1409,"MEDIUM","5","Title - 1409","Vulnerability - 1409","Solution - 1409","reference - 1409"
1410,"MEDIUM","7.5","Title - 1410","Vulnerability - 1410","Solution - 1410","reference - 1410"
1411,"MEDIUM","6.8","Title - 1411","Vulnerability - 1411","Solution - 1411","reference - 1411"
1412,"HIGH","7.5","Title - 1412","Vulnerability - 1412","Solution - 1412","reference - 1412"
1413,"HIGH","7.5","Title - 1413","Vulnerability - 1413","Solution - 1413","reference - 1413"
1414,"MEDIUM","5","Title - 1414","Vulnerability - 1414","Solution - 1414","reference - 1414"
1415,"HIGH","7.8","Title - 1415","Vulnerability - 1415","Solution - 1415","reference - 1415"
1416,"HIGH","7.5","Title - 1416","Vulnerability - 1416","Solution - 1416","reference - 1416"
1417,"MEDIUM","6.8","Title - 1417","Vulnerability - 1417","Solution - 1417","reference - 1417"
1418,"HIGH","7.5","Title - 1418","Vulnerability - 1418","Solution - 1418","reference - 1418"
1419,"MEDIUM","4.3","Title - 1419","Vulnerability - 1419","Solution - 1419","reference - 1419"
1420,"MEDIUM","6.8","Title - 1420","Vulnerability - 1420","Solution - 1420","reference - 1420"
1421,"MEDIUM","6.8","Title - 1421","Vulnerability - 1421","Solution - 1421","reference - 1421"
1422,"HIGH","7.5","Title - 1422","Vulnerability - 1422","Solution - 1422","reference - 1422"
1423,"HIGH","10","Title - 1423","Vulnerability - 1423","Solution - 1423","reference - 1423"
1424,"HIGH","7.5","Title - 1424","Vulnerability - 1424","Solution - 1424","reference - 1424"
